Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Franchise,Console_Company
783,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.9,0.64,0.47,0.14,2.15,10s,Mario Brothers,Nintendo
2534,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.2,0.31,0.27,0.04,0.83,10s,Mario Brothers,Nintendo
1732,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18,10s,Mario Brothers,Nintendo
3004,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.09,0.29,0.28,0.03,0.69,10s,Mario Brothers,Nintendo
4119,Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.18,0.03,0.49,10s,Mario Brothers,Nintendo
39,Mario Kart 7,3DS,2011,Racing,Nintendo,5.39,4.38,2.79,0.97,13.53,10s,Mario Brothers,Nintendo
778,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.65,0.82,0.56,0.13,2.16,10s,Mario Brothers,Nintendo
2639,Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.21,0.36,0.18,0.05,0.79,10s,Mario Brothers,Nintendo
2122,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.32,0.36,0.06,0.99,10s,Mario Brothers,Nintendo
9444,Medalot 7,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13,10s,Other,Nintendo
6889,Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.16,0,0.06,0.02,0.24,10s,Mega Man,Nintendo
5075,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,10s,Metal Gear Solid,Nintendo
8456,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0,0.01,0.17,10s,Other,Nintendo
7625,Miitopia,3DS,2016,Strategy,Nintendo,0,0,0.2,0,0.2,10s,Other,Nintendo
5676,Momotaro Dentetsu 2017: Tachiagare Nippon!!,3DS,2016,Misc,Nintendo,0,0,0.32,0,0.32,10s,Other,Nintendo
397,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,10s,Other,Nintendo
317,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.71,0.48,2.63,0.11,3.94,10s,Other,Nintendo
8997,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0.15,0,0.15,10s,Other,Nintendo
5535,Monster Hunter Stories,3DS,2016,Action,Capcom,0,0,0.33,0,0.33,10s,Other,Nintendo
544,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,10s,Other,Nintendo
398,Monster Hunter X,3DS,2015,Action,Capcom,0.32,0.26,2.81,0.05,3.44,10s,Other,Nintendo
2363,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0,0,0.89,0,0.89,10s,Other,Nintendo
6276,Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0,0.03,0.28,10s,Other,Nintendo
8854,Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,10s,Other,Nintendo
7976,NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01,0.19,10s,Other,Nintendo
7902,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,10s,Need for Speed,Nintendo
7860,New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0,0.19,10s,Other,Nintendo
63,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.45,2.55,0.64,10.3,10s,Mario Brothers,Nintendo
2233,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.06,0.79,0.03,0.05,0.94,10s,Other,Nintendo
310,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.55,0.73,0.28,4,10s,Other,Nintendo
5966,One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,10s,Other,Nintendo
9824,One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Nintendo
5007,One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,10s,Other,Nintendo
7856,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,10s,Other,Nintendo
9090,Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,10s,Other,Nintendo
694,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.44,0.64,0.14,2.35,10s,Mario Brothers,Nintendo
2823,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.35,0.07,0.27,0.05,0.74,10s,Other,Nintendo
5081,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,0,0,0.38,0,0.38,10s,Other,Nintendo
9965,Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0.12,0,0.12,10s,Other,Nintendo
2196,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,10s,Other,Nintendo
4077,Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.17,0.03,0.49,10s,Pokemon,Nintendo
1566,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.3,0.47,0.07,1.28,10s,Pokemon,Nintendo
45,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014,Role-Playing,Nintendo,4.59,3.83,3.12,0.78,12.32,10s,Pokemon,Nintendo
1815,Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,10s,Pokemon,Nintendo
38,Pokemon Sun/Moon,3DS,2016,Role-Playing,Nintendo,5.34,3.77,3.63,0.87,13.61,10s,Pokemon,Nintendo
1430,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo,0.51,0.43,0.35,0.09,1.38,10s,Pokemon,Nintendo
28,Pokemon X/Pokemon Y,3DS,2013,Role-Playing,Nintendo,5.49,4.57,4.38,0.82,15.25,10s,Pokemon,Nintendo
9790,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,0.12,0,0.12,10s,Other,Nintendo
5130,Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,10s,Other,Nintendo
8237,Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,10s,Other,Nintendo
8017,Pro Evolution Soccer 2014,3DS,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19,10s,Other,Nintendo
2763,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,0.76,10s,Other,Nintendo
978,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,1.01,0.36,0.13,1.83,10s,Other,Nintendo
2602,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,10s,Other,Nintendo
4964,Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,10s,Other,Nintendo
7744,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.07,0.04,0.09,0.01,0.2,10s,Other,Nintendo
9674,Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,10s,Other,Nintendo
9632,Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,10s,Other,Nintendo
1261,Puzzle & Dragons,3DS,2013,Role-Playing,GungHo,0,0,1.52,0,1.52,10s,Other,Nintendo
6255,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0,0,0.28,0,0.28,10s,Other,Nintendo
3687,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.08,0.11,0.35,0.02,0.55,10s,Mario Brothers,Nintendo
5080,Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft,0.11,0.23,0,0.04,0.38,10s,Other,Nintendo
3205,Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64,10s,Other,Nintendo
9084,Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15,10s,Other,Nintendo
8038,Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.01,0.19,10s,Other,Nintendo
2399,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.23,0.3,0.05,0.88,10s,Resident Evil,Nintendo
4100,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,10s,Resident Evil,Nintendo
8058,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.07,0,0.11,0.01,0.19,10s,Other,Nintendo
2616,Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0,0.06,0.73,0,0.8,10s,Other,Nintendo
6404,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27,10s,Other,Nintendo
4074,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5,10s,Other,Nintendo
3433,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.34,0,0.21,0.04,0.59,10s,Other,Nintendo
5022,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,10s,Other,Nintendo
3283,Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.57,0.01,0,0.05,0.62,10s,Other,Nintendo
8630,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,10s,Other,Nintendo
6883,Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.12,0.02,0.08,0.02,0.24,10s,Other,Nintendo
9185,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14,10s,Other,Nintendo
8809,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0,0,0.16,0,0.16,10s,Other,Nintendo
5303,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.36,0,0.36,10s,Other,Nintendo
3513,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0,0.27,0.03,0.58,10s,Other,Nintendo
6176,Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.08,0.03,0.16,0.01,0.28,10s,Other,Nintendo
5644,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,0.14,0.03,0.14,0.02,0.32,10s,Other,Nintendo
9756,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0,0.02,0.1,0,0.13,10s,Other,Nintendo
4724,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.31,0.01,0.06,0.03,0.42,10s,Other,Nintendo
7289,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,10s,Other,Nintendo
8665,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.16,10s,Other,Nintendo
8821,Skylanders Giants,3DS,2012,Action,Activision,0.13,0.01,0,0.02,0.16,10s,Skylanders,Nintendo
6635,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.11,0.12,0,0.02,0.26,10s,Skylanders,Nintendo
3499,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.33,0.2,0,0.05,0.58,10s,Skylanders,Nintendo
8831,Skylanders: SuperChargers,3DS,2015,Action,Activision,0.08,0.07,0,0.01,0.15,10s,Skylanders,Nintendo
5927,Skylanders: Trap Team,3DS,2014,Action,Activision,0.18,0.1,0,0.03,0.3,10s,Skylanders,Nintendo
9574,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13,10s,Dragon Quest,Nintendo
6158,Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.15,0,0.02,0.29,10s,Sonic,Nintendo
7373,Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.1,0.08,0.02,0.02,0.22,10s,Sonic,Nintendo
6111,Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29,10s,Sonic,Nintendo
2013,Sonic Generations,3DS,2011,Platform,Sega,0.44,0.5,0.01,0.09,1.04,10s,Sonic,Nintendo
4079,Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.04,0.49,10s,Sonic,Nintendo
7076,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.14,0.02,0.06,0.02,0.23,10s,Other,Nintendo
7931,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,10s,Other,Nintendo
2207,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.28,0.13,0.06,0.95,10s,Other,Nintendo
4133,Steel Diver,3DS,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,10s,Other,Nintendo
6571,Stella Glow,3DS,2015,Role-Playing,Atlus,0.17,0.01,0.06,0.02,0.26,10s,Other,Nintendo
4504,Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.15,0.28,0.01,0.44,10s,Other,Nintendo
5792,Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0.09,0,0.22,0.01,0.31,10s,Other,Nintendo
2809,Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.03,0.54,0.01,0.74,10s,Other,Nintendo
8203,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0,0,0.18,0,0.18,10s,Other,Nintendo
8354,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,0.17,0,0.17,10s,Other,Nintendo
8570,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0,0,0.16,0,0.16,10s,Other,Nintendo
55,Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.9,3.09,2.15,0.79,10.92,10s,Mario Brothers,Nintendo
677,Super Mario Maker,3DS,2016,Platform,Nintendo,0.48,0.74,1.07,0.1,2.39,10s,Mario Brothers,Nintendo
4080,Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,10s,Other,Nintendo
8181,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,10s,Other,Nintendo
9544,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,10s,Other,Nintendo
9803,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Nintendo
94,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,3.36,1.45,2.47,0.49,7.78,10s,Other,Nintendo
1680,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,10s,Other,Nintendo
5611,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0,0,0.33,0,0.33,10s,Other,Nintendo
3211,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0,0,0.64,0,0.64,10s,Other,Nintendo
9792,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0,0,0.12,0,0.12,10s,Other,Nintendo
2483,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.45,0.19,0.14,0.06,0.85,10s,Tales of,Nintendo
9496,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13,10s,Other,Nintendo
7560,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.21,10s,Other,Nintendo
9877,Terraria,3DS,2016,Action,505 Games,0,0.06,0.06,0,0.12,10s,Other,Nintendo
4562,Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,10s,Tetris,Nintendo
8834,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15,10s,Other,Nintendo
7645,The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision,0.16,0.03,0,0.02,0.2,10s,Other,Nintendo
6162,The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.14,0.02,0.11,0.02,0.29,10s,Other,Nintendo
433,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.41,1.08,0.47,0.24,3.2,10s,Zelda,Nintendo
660,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.17,0.59,0.48,0.18,2.42,10s,Zelda,Nintendo
227,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.28,1.52,0.65,0.34,4.79,10s,Zelda,Nintendo
1681,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.6,0.34,0.19,0.09,1.21,10s,Zelda,Nintendo
2966,The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.7,10s,LEGO,Nintendo
9555,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13,10s,Other,Nintendo
2747,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,10s,The Sims,Nintendo
8597,Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,0.16,0,0.16,10s,Dragon Quest,Nintendo
5104,Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.14,0.08,0.15,0.02,0.38,10s,Final Fantasy,Nintendo
4031,Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,10s,Final Fantasy,Nintendo
6407,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0,0,0.27,0,0.27,10s,Other,Nintendo
5476,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,10s,Other,Nintendo
5946,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,10s,Other,Nintendo
165,Tomodachi Life,3DS,2013,Simulation,Nintendo,1.01,2.33,1.94,0.26,5.55,10s,Other,Nintendo
8803,Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,10s,Other,Nintendo
3309,Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0,0,0.62,0,0.62,10s,Other,Nintendo
7401,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0,0.02,0.22,10s,Other,Nintendo
8078,Transformers: Prime,3DS,2012,Action,Activision,0.14,0.03,0,0.02,0.19,10s,Other,Nintendo
6313,Ultimate NES Remix,3DS,2014,Action,Unknown,0.16,0.09,0,0.02,0.28,10s,Other,Nintendo
7134,Wipeout 2,3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23,10s,Other,Nintendo
7477,WipeOut 3 The Game,3DS,2012,Action,Activision,0.19,0,0,0.02,0.21,10s,Other,Nintendo
7166,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,10s,Other,Nintendo
3416,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.28,0.15,0.13,0.04,0.6,10s,Other,Nintendo
3555,Yokai Sangokushi,3DS,2016,Action,Level 5,0,0,0.57,0,0.57,10s,Other,Nintendo
631,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.4,0.69,1.34,0.09,2.51,10s,Other,Nintendo
394,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.16,0.08,3.19,0.02,3.45,10s,Other,Nintendo
572,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0,0,2.69,0,2.69,10s,Other,Nintendo
1337,Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.45,0,1.45,10s,Other,Nintendo
2919,Yo-Kai Watch 3: Sukiyaki,3DS,2016,Role-Playing,Level 5,0,0,0.71,0,0.71,10s,Other,Nintendo
708,Yokai Watch Busters,3DS,2015,Action,Level 5,0,0,2.3,0,2.3,10s,Other,Nintendo
1248,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.51,0.62,0.29,0.1,1.53,10s,Other,Nintendo
8372,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17,10s,Other,Nintendo
6712,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,10s,Other,Nintendo
7338,Capcom vs. SNK,Dreamcast,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,00s,Other,Sega
9794,Capcom vs. SNK 2: Millionaire Fighting 2001,Dreamcast,2001,Fighting,Capcom,0,0,0.12,0,0.12,00s,Other,Sega
990,Crazy Taxi,Dreamcast,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,00s,Other,Sega
9291,Dead or Alive 2,Dreamcast,2000,Fighting,Acclaim Entertainment,0,0,0.14,0,0.14,00s,Other,Sega
7750,Grandia II,Dreamcast,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,00s,Other,Sega
5315,J-League Pro Soccer Club o Tsukurou!,Dreamcast,1999,Sports,Sega,0,0,0.36,0,0.36,90s,Other,Sega
9205,Marvel vs. Capcom 2: New Age of Heroes,Dreamcast,2000,Fighting,Virgin Interactive,0,0,0.14,0,0.14,00s,Marvel,Sega
1709,NFL 2K,Dreamcast,1999,Sports,Sega,1.12,0.05,0,0.02,1.2,90s,Other,Sega
1912,NFL 2K1,Dreamcast,2000,Sports,Sega,1.02,0.05,0,0.02,1.09,00s,Other,Sega
7635,Phantasy Star Online,Dreamcast,2000,Role-Playing,Sega,0,0,0.2,0,0.2,00s,Other,Sega
8088,Phantasy Star Online Ver. 2,Dreamcast,2001,Role-Playing,Sega,0,0,0.19,0,0.19,00s,Other,Sega
9180,Power Stone,Dreamcast,1998,Fighting,Eidos Interactive,0,0,0.14,0,0.14,90s,Other,Sega
7070,Pro Yakyuu Team o Tsukurou!,Dreamcast,1999,Sports,Sega,0,0,0.23,0,0.23,90s,Other,Sega
1825,Resident Evil - Code: Veronica,Dreamcast,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,00s,Resident Evil,Sega
5591,Sakura Wars 3: Paris wa Moeteiru ka,Dreamcast,2001,Adventure,Sega,0,0,0.33,0,0.33,00s,Other,Sega
6128,"Sakura Wars 4: Koi Seyo,Otome",Dreamcast,2002,Adventure,Sega,0,0,0.29,0,0.29,00s,Other,Sega
3870,Seaman,Dreamcast,1999,Simulation,Sega,0,0,0.52,0,0.52,90s,Other,Sega
9689,Sega GT,Dreamcast,2000,Racing,Sega,0,0,0.13,0,0.13,00s,Other,Sega
4746,Sega Rally Championship 2,Dreamcast,1999,Racing,Sega,0,0,0.41,0,0.41,90s,Other,Sega
1736,Shenmue,Dreamcast,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,90s,Other,Sega
9034,Shenmue II,Dreamcast,2001,Adventure,Sega,0,0,0.15,0,0.15,00s,Other,Sega
8212,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,Dreamcast,2000,Sports,Sega,0,0,0.18,0,0.18,00s,Other,Sega
658,Sonic Adventure,Dreamcast,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42,90s,Sonic,Sega
9978,Sonic Adventure 2,Dreamcast,2001,Platform,Sega,0,0,0.12,0,0.12,00s,Sonic,Sega
5414,SoulCalibur,Dreamcast,1999,Fighting,Namco Bandai Games,0,0,0.34,0,0.34,90s,Other,Sega
6523,The House of the Dead 2,Dreamcast,1998,Shooter,Sega,0,0,0.26,0,0.26,90s,Other,Sega
8422,Tokyo Xtreme Racer,Dreamcast,1999,Racing,Genki,0,0,0.17,0,0.17,90s,Other,Sega
5223,Virtua Fighter 3tb,Dreamcast,1998,Fighting,Sega,0,0,0.37,0,0.37,90s,Other,Sega
5768,Virtua Striker 2,Dreamcast,1999,Sports,Sega,0,0,0.32,0,0.32,90s,Other,Sega
9642,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,00s,James Bond,Nintendo
3953,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0,0.04,0.51,00s,Other,Nintendo
3079,100 Classic Books,DS,2008,Misc,Nintendo,0.12,0.52,0,0.02,0.67,00s,Other,Nintendo
5803,1001 Touch Games,DS,2011,Action,Avanquest,0.11,0.16,0,0.04,0.31,10s,Other,Nintendo
7880,101-in-1 Explosive Megamix,DS,2008,Puzzle,Nordcurrent,0.05,0.12,0,0.02,0.19,00s,Other,Nintendo
3790,50 Classic Games,DS,2009,Misc,Destineer,0.5,0,0,0.04,0.54,00s,Other,Nintendo
5830,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.13,0.15,0,0.03,0.31,00s,Other,Nintendo
9736,7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,00s,Other,Nintendo
9382,7th Dragon,DS,2009,Role-Playing,Sega,0,0,0.14,0,0.14,00s,Other,Nintendo
5248,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,0.31,0,0.03,0.02,0.36,00s,Other,Nintendo
9264,¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0,0,0.14,0,0.14,00s,Other,Nintendo
6573,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0,0,0.26,0,0.26,10s,Other,Nintendo
2946,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.23,0.14,0.3,0.04,0.7,00s,Other,Nintendo
8106,Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.18,00s,Other,Nintendo
5013,Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,00s,Other,Nintendo
7519,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0,0.02,0.21,00s,Other,Nintendo
7300,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,00s,Other,Nintendo
4203,Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.25,0.18,0,0.04,0.47,10s,Other,Nintendo
8612,Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0,0.02,0.16,10s,Other,Nintendo
